Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,2017,2018,2019,2020,2021,2022,Estimates Start After
Trinidad and Tobago,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,-8.815,-9.661,-1.48,9.027,12.535,13.8,2021
Trinidad and Tobago,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,41.479,41.833,45.413,59.273,66.119,62.602,2021
Tunisia,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",42.167,42.687,41.772,42.502,46.479,45.642,2020
Tunisia,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 2015 Primary domestic currency: Tunisian dinar Data last updated: 03/2022,109.131,117.106,124.977,132.02,139.554,150.336,2021
Tunisia,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,23.117,24.419,26.012,25.471,25.791,28.462,2021
Tunisia,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,28.725,28.685,29.626,34.526,33.507,35.875,2021
Tunisia,General government net debt,Percent of GDP,,,,,,,,,
Tunisia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,69.126,74.779,68.972,82.877,82.028,87.282,2021
Turkey,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",858.932,779.694,760.516,719.919,806.804,692.38,2021
Turkey,"Inflation, average consumer prices",Index,,Source: National Statistics Office. Data from Turkish Statistical Institute (TurkStat) Latest actual data: 2021 Harmonized prices: No Base year: 2003 Primary domestic currency: Turkish lira Data last updated: 03/2022,312.144,363.125,418.236,469.591,561.614,901.167,2021
Turkey,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,31.163,30.823,30.919,28.87,28.04,28.451,2021
Turkey,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,33.345,34.558,35.668,33.962,31.547,35.348,2021
Turkey,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,22.115,24.303,25.56,30.829,38.248,38.713,2021
Turkey,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,28.027,30.169,32.663,39.518,41.646,43.692,2021
Turkmenistan,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",46.365,48.686,52.961,53.187,63.428,76.591,2020
Turkmenistan,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Turkmenistan authorities and IMF staff estimates and projections. Latest actual data: 2020 Notes: Data prior to 2009 cannot be confirmed by national sources at this time. Harmonized prices: No Base year: 1998. The base year for PCPICO and PCPICO_EOP is 2001, which is different than the base year for headline CPI data, which is 1998. Primary domestic currency: New Turkmen manat Data last updated: 03/2022",423.395,479.706,504.13,542.36,623.443,732.546,2020
Turkmenistan,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,12.212,11.32,11.242,11.442,10.446,11.335,2020
Turkmenistan,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,14.534,11.5,11.583,11.577,10.54,10.212,2020
Turkmenistan,General government net debt,Percent of GDP,,,,,,,,,
Turkmenistan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,19.781,18.898,15.293,13.122,10.575,7.244,2020
Tuvalu,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",0.045,0.048,0.054,0.055,0.063,0.066,2019
Tuvalu,"Inflation, average consumer prices",Index,,Source: Central Statistical Directorate Latest actual data: 2020 Harmonized prices: No Base year: 2000 Primary domestic currency: Australian dollar Data last updated: 03/2022,156.089,159.46,165.029,167.62,172.565,180.085,2020
Tuvalu,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,108.571,156.094,111.707,122.155,100.803,109.509,2019
Tuvalu,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,106.476,125.767,112.772,114.422,94.717,107.963,2019
Tuvalu,General government net debt,Percent of GDP,,,,,,,,,
Tuvalu,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,12.05,11.835,11.525,7.292,6.024,4.869,2019
Uganda,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",31.399,34.203,38.058,37.444,42.48,46.377,2020
Uganda,"Inflation, average consumer prices",Index,,Source: Central Bank Latest actual data: 2021 Harmonized prices: No Base year: 2016. The authorities use a FY base; the average of CPI from July 2016 to June 2017 is 100. Primary domestic currency: Ugandan shilling Data last updated: 03/2022,102.461,105.148,107.613,110.58,113.021,119.915,2021
Uganda,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,12.733,13.152,13.47,13.944,14.357,14.769,2020
Uganda,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,16.284,16.172,18.292,21.427,22.149,20.378,2020
Uganda,General government net debt,Percent of GDP,,,,,,,,,
Uganda,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,33.638,34.924,37.641,46.411,51.621,53.116,2020
Ukraine,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",112.114,130.916,153.997,155.3,198.316,n/a,2020
Ukraine,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. Formally, the State Statistics Service of Ukraine Latest actual data: 2021. Starting in 2014, data excludes Crimea and Sevastopol. Harmonized prices: No Base year: 1991 Primary domestic currency: Ukrainian hryvnia Data last updated: 03/2022","73,401,082.84","81,436,069.32","87,857,948.11","90,264,859.78","98,714,214.84",n/a,2021
Ukraine,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,39.291,39.572,39.382,39.968,36.573,n/a,2021
Ukraine,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,41.585,41.722,41.348,45.928,40.55,n/a,2021
Ukraine,General government net debt,Percent of GDP,,,,,,,,,
Ukraine,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,71.62,60.424,50.492,61.001,48.975,n/a,2021
United Arab Emirates,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).",385.605,422.215,417.216,358.869,409.967,501.354,2020
United Arab Emirates,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: 1990 Primary domestic currency: U.A.E. dirham Data last updated: 04/2022,275.261,283.708,278.228,272.457,272.976,282.962,2021
United Arab Emirates,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,28.557,30.025,30.732,27.912,31.733,37.938,2020
United Arab Emirates,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,30.238,28.902,30.296,33.105,31.406,29.878,2020
United Arab Emirates,General government net debt,Percent of GDP,,,,,,,,,
United Arab Emirates,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,21.623,20.878,27.086,40.399,38.255,31.682,2020
United Kingdom,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","2,701.27","2,904.51","2,880.36","2,758.87","3,187.63","3,376.00",2020
United Kingdom,"Inflation, average consumer prices",Index,,"Source: National Statistics Office. For data prior to 1988, the source is the WEO - World Economic Outlook. Latest actual data: 2021. Our PCPIE (end-period CPI data) is for December each year; latest PCPICO is 2021Q4 Notes: Data prior to 1988 cannot be confirmed by national sources at this time. Harmonized prices: Yes Base year: 2015 Primary domestic currency: British pound Data last updated: 04/2022",103.361,105.922,107.819,108.736,111.551,119.816,2021
United Kingdom,General government revenue,Percent of GDP,,See notes for:  General government revenue (National currency).,36.431,36.279,36.038,36.16,36.888,37.349,2021
United Kingdom,General government total expenditure,Percent of GDP,,See notes for:  General government total expenditure (National currency).,38.783,38.439,38.248,48.921,44.874,41.665,2021
United Kingdom,General government net debt,Percent of GDP,,See notes for:  General government net debt (National currency).,75.714,74.808,74.058,90.186,84.272,76.108,2021
United Kingdom,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,85.146,84.49,83.85,102.608,95.348,87.831,2021
United States,"Gross domestic product, current prices",U.S. dollars,Billions,"See notes for:  Gross domestic product, current prices (National currency).","19,479.63","20,527.15","21,372.60","20,893.75","22,997.50","25,346.81",2021
United States,"Inflation, average consumer prices",Index,,Source: National Statistics Office Latest actual data: 2021 Harmonized prices: No Base year: Base is 1982-1984=100 Primary domestic currency: US dollar Data last updated: 04/2022,245.121,251.099,255.647,258.838,270.965,291.781,2021
